run_name,normalization,class_weighted,epoch,training_loss,training_accuracy,training_macro_f1,validation_loss,validation_accuracy,validation_macro_f1,learning_rate,elapsed_seconds
training_stats_unweighted,training_stats,False,33,0.6872577397613387,0.6972255729794934,0.703844588055116,1.91451848636974,0.474025974025974,0.2548689138576779,0.001,1.8654974580276757
training_stats_unweighted,training_stats,False,34,0.656384275891381,0.7370325693606755,0.7678458837066425,1.9920096830888228,0.44805194805194803,0.2573120006589243,0.001,1.8637832080130465
training_stats_unweighted,training_stats,False,35,0.6562891006469727,0.7201447527141134,0.7391236524557243,1.8637995534128957,0.474025974025974,0.26111135411502834,0.001,1.877576625032816
training_stats_unweighted,training_stats,False,36,0.6489384381417342,0.7490952955367913,0.7675818550505922,2.0912953785487582,0.45454545454545453,0.2357843137254902,0.001,1.9671888750162907
per_example_unweighted,per_example,False,1,1.2823592335237382,0.37273823884197826,0.25651963125024047,1.296979201304448,0.5,0.16666666666666666,0.001,2.176319958001841
per_example_unweighted,per_example,False,2,1.1316178290777816,0.43184559710494574,0.3416997774243802,1.1971713490300364,0.5,0.16666666666666666,0.001,1.8297305419691838
per_example_unweighted,per_example,False,3,1.0923788044219713,0.45355850422195415,0.3943012841468219,1.302737099783761,0.36363636363636365,0.14583333333333334,0.001,1.8801947080064565
per_example_unweighted,per_example,False,4,1.0630376777545392,0.4451145958986731,0.41717285696183165,1.2310085915899895,0.44805194805194803,0.16747572815533981,0.001,1.838852708984632
per_example_unweighted,per_example,False,5,1.0443642693060586,0.47285886610373945,0.42894920770442824,1.2374404343691738,0.44155844155844154,0.15454545454545454,0.001,1.8353270840016194
per_example_unweighted,per_example,False,6,1.0040517048899027,0.525934861278649,0.5181053781421944,1.307842781017353,0.2077922077922078,0.11358952600315189,0.001,2.007768750016112
per_example_unweighted,per_example,False,7,1.0041074840524948,0.49819059107358266,0.5261635849154819,1.3145533567899232,0.43506493506493504,0.15227272727272728,0.001,2.034804457973223
per_example_unweighted,per_example,False,8,0.9989609444385846,0.5138721351025332,0.5038226394820007,1.3816403754345783,0.24675324675324675,0.3006289308176101,0.001,2.0161360410274938
per_example_unweighted,per_example,False,9,0.9591947810497445,0.5283474065138721,0.5472047378683281,1.3328069959368025,0.38311688311688313,0.2837415393595169,0.001,1.9674618340213783
per_example_unweighted,per_example,False,10,0.9577681891018002,0.5512665862484921,0.5793315619067019,1.3152016292918811,0.474025974025974,0.2848173515981735,0.001,1.975817416969221
per_example_unweighted,per_example,False,11,0.9240194274375465,0.5802171290711701,0.5854512269019887,1.2922402450016566,0.4805194805194805,0.23489096573208723,0.001,1.8950989589793608
per_example_unweighted,per_example,False,12,0.9268648044910592,0.5609167671893848,0.5586135491204531,1.3052514837933826,0.36363636363636365,0.29326224192089134,0.001,1.8621720840455964
per_example_unweighted,per_example,False,13,0.8855324024458127,0.5922798552472859,0.6230362269336328,1.3125419585735767,0.33766233766233766,0.23185029436501262,0.001,1.8417253330117092
per_example_unweighted,per_example,False,14,0.8658881503796548,0.6188178528347407,0.6533288777050318,1.358008623123169,0.4935064935064935,0.24716003316749585,0.001,1.8443582499749027
per_example_unweighted,per_example,False,15,0.8380297446135876,0.6200241254523522,0.6587907203030362,1.3908883100980287,0.3181818181818182,0.21063245265372924,0.001,1.8165908750379458
per_example_unweighted,per_example,False,16,0.8374849651345873,0.6103739445114595,0.6379475419307983,1.444876615103189,0.45454545454545453,0.28612833585962977,0.001,1.9839133329805918
per_example_weighted,per_example,True,1,1.2853551631382205,0.29794933655006034,0.28699411010552656,1.3031507978191623,0.3051948051948052,0.20964247841236178,0.001,1.843592457997147
per_example_weighted,per_example,True,2,1.1234643652010596,0.33775633293124246,0.3358579973040633,1.1489878861935108,0.3246753246753247,0.3250272331154684,0.001,1.8450124589726329
per_example_weighted,per_example,True,3,1.074094076064585,0.4077201447527141,0.40891468809005577,1.2013206667714305,0.2727272727272727,0.29575970200970203,0.001,1.836064292001538
per_example_weighted,per_example,True,4,1.0281860881605251,0.40048250904704463,0.42477276737997405,1.1539668990420056,0.24675324675324675,0.2709935553168636,0.001,1.8139797920011915
per_example_weighted,per_example,True,5,0.9985643422502948,0.4234016887816647,0.43280261743271975,1.1924608388504425,0.22077922077922077,0.23389154704944176,0.001,1.825400208006613
per_example_weighted,per_example,True,6,0.95822146761403,0.4378769601930036,0.45905374414906475,1.318378301409932,0.11038961038961038,0.11604512012147725,0.001,1.8672102500568144
per_example_weighted,per_example,True,7,0.9190556512666985,0.4330518697225573,0.47579060110279464,1.244389238295617,0.3116883116883117,0.2647413902655992,0.001,1.8482853749883361
per_example_weighted,per_example,True,8,0.9550314451443128,0.44028950542822676,0.461056041954672,1.2663351901165851,0.12987012987012986,0.15657615786040444,0.001,1.8527740419958718
per_example_weighted,per_example,True,9,0.8938069194016036,0.4945717732207479,0.5205866286589722,1.2520295644735362,0.1038961038961039,0.12565784852273845,0.001,1.8405012090224773
per_example_weighted,per_example,True,10,0.9064874127776833,0.4692400482509047,0.50005183176329,1.2259419924252992,0.14935064935064934,0.17782368614125188,0.001,1.834105958987493
