method,score,threshold,coverage,selective_accuracy,selective_macro_f1
embedding_distance,embedding_distance,10.858451019539666,0.8766233766233766,0.4148148148148148,0.34581380387831995
embedding_distance,embedding_distance,10.975939469601588,0.8831168831168831,0.4117647058823529,0.344909000758327
embedding_distance,embedding_distance,11.239311568351683,0.8896103896103896,0.40875912408759124,0.34405589543937704
embedding_distance,embedding_distance,11.497996633121538,0.8961038961038961,0.4057971014492754,0.34324970131421745
embedding_distance,embedding_distance,11.561041470801909,0.9025974025974026,0.41007194244604317,0.3488275683378676
embedding_distance,embedding_distance,11.635435417986267,0.9090909090909091,0.4142857142857143,0.35414294750158126
embedding_distance,embedding_distance,11.714346199520842,0.9155844155844156,0.41134751773049644,0.35259207901522893
embedding_distance,embedding_distance,11.741810717524434,0.922077922077922,0.4084507042253521,0.35174604949314253
embedding_distance,embedding_distance,11.743014439717951,0.9285714285714286,0.4125874125874126,0.3655328141990249
embedding_distance,embedding_distance,11.992681680294227,0.935064935064935,0.4166666666666667,0.3705539558480735
embedding_distance,embedding_distance,12.078056775843985,0.9415584415584416,0.41379310344827586,0.36933057579124995
embedding_distance,embedding_distance,12.37459554728939,0.948051948051948,0.410958904109589,0.3681623931623932
embedding_distance,embedding_distance,12.497129355464011,0.9545454545454546,0.41496598639455784,0.3798582995951417
embedding_distance,embedding_distance,12.519294851781874,0.961038961038961,0.41216216216216217,0.3652216093215087
embedding_distance,embedding_distance,12.527365096313442,0.9675324675324676,0.4161073825503356,0.3757479251109824
embedding_distance,embedding_distance,12.527867080791436,0.974025974025974,0.42,0.3852717346347919
embedding_distance,embedding_distance,12.63321329406652,0.9805194805194806,0.41721854304635764,0.37252382363106695
embedding_distance,embedding_distance,12.98265597495916,0.987012987012987,0.42105263157894735,0.3810509554140127
embedding_distance,embedding_distance,13.188746256022377,0.9935064935064936,0.42483660130718953,0.388852373853729
embedding_distance,embedding_distance,13.328555782521295,1.0,0.42857142857142855,0.3960169418085705
